year_month,year,month,destination_region,origin_country,passengers_total
2011-01-01,2011,1,Central-West,Estados Unidos Da América,9705
2011-01-01,2011,1,Central-West,Portugal,6394
2011-01-01,2011,1,Central-West,Peru,2888
2011-01-01,2011,1,Central-West,Bolívia,500
2011-01-01,2011,1,Central-West,Argentina,368
2011-01-01,2011,1,Central-West,Aruba,367
2011-01-01,2011,1,Central-West,Curaçao,93
2011-01-01,2011,1,North,Estados Unidos Da América,6945
2011-01-01,2011,1,North,Panamá,1623
2011-01-01,2011,1,North,Suriname,1261
2011-01-01,2011,1,North,Venezuela,1097
2011-01-01,2011,1,North,Guiana Francesa,586
2011-01-01,2011,1,North,Colômbia,356
2011-01-01,2011,1,North,Guiana,63
2011-01-01,2011,1,North,República Dominicana,1
2011-01-01,2011,1,North,Argentina,0
2011-01-01,2011,1,North,Aruba,0
2011-01-01,2011,1,North,Cuba,0
2011-01-01,2011,1,North,Ilha De São Martinho,0
2011-01-01,2011,1,North,México,0
2011-01-01,2011,1,North,Peru,0
2011-01-01,2011,1,North,Porto Rico,0
2011-01-01,2011,1,Northeast,Portugal,24410
2011-01-01,2011,1,Northeast,Estados Unidos Da América,5035
2011-01-01,2011,1,Northeast,Espanha,3338
2011-01-01,2011,1,Northeast,Argentina,2799
2011-01-01,2011,1,Northeast,Itália,2281
2011-01-01,2011,1,Northeast,Alemanha,2066
2011-01-01,2011,1,Northeast,Cabo Verde,594
2011-01-01,2011,1,Northeast,Libéria,100
2011-01-01,2011,1,Northeast,Angola,0
2011-01-01,2011,1,Northeast,Guiana Francesa,0
2011-01-01,2011,1,Northeast,Luxemburgo,0
2011-01-01,2011,1,South,Argentina,24826
2011-01-01,2011,1,South,Uruguai,14301
2011-01-01,2011,1,South,Peru,2280
2011-01-01,2011,1,South,Paraguai,1517
2011-01-01,2011,1,South,Chile,1114
2011-01-01,2011,1,South,Alemanha,0
2011-01-01,2011,1,South,Colômbia,0
2011-01-01,2011,1,South,Estados Unidos Da América,0
2011-01-01,2011,1,South,Luxemburgo,0
2011-01-01,2011,1,South,Senegal,0
2011-01-01,2011,1,Southeast,Estados Unidos Da América,166558
2011-01-01,2011,1,Southeast,Argentina,140615
2011-01-01,2011,1,Southeast,França,46626
2011-01-01,2011,1,Southeast,Chile,46268
2011-01-01,2011,1,Southeast,Portugal,36161
2011-01-01,2011,1,Southeast,Espanha,31532
2011-01-01,2011,1,Southeast,Uruguai,31142
2011-01-01,2011,1,Southeast,Alemanha,26527
2011-01-01,2011,1,Southeast,Peru,22647
2011-01-01,2011,1,Southeast,Panamá,20548
2011-01-01,2011,1,Southeast,Reino Unido,18163
2011-01-01,2011,1,Southeast,Itália,16290
2011-01-01,2011,1,Southeast,Colômbia,15946
2011-01-01,2011,1,Southeast,Paraguai,15569
2011-01-01,2011,1,Southeast,África Do Sul,10704
2011-01-01,2011,1,Southeast,Bolívia,9540
2011-01-01,2011,1,Southeast,México,9526
2011-01-01,2011,1,Southeast,Holanda,8816
2011-01-01,2011,1,Southeast,Canadá,8815
2011-01-01,2011,1,Southeast,Emirados Árabes Unidos,8087
2011-01-01,2011,1,Southeast,Suíça,6708
2011-01-01,2011,1,Southeast,Qatar,4331
2011-01-01,2011,1,Southeast,Angola,3829
2011-01-01,2011,1,Southeast,Israel,3437
2011-01-01,2011,1,Southeast,Turquia,3293
2011-01-01,2011,1,Southeast,Venezuela,3015
2011-01-01,2011,1,Southeast,Coreia Do Sul,1389
2011-01-01,2011,1,Southeast,República Dominicana,1368
2011-01-01,2011,1,Southeast,China,908
2011-01-01,2011,1,Southeast,Barbados,800
2011-01-01,2011,1,Southeast,Equador,0
2011-01-01,2011,1,Southeast,Luxemburgo,0
2011-01-01,2011,1,Southeast,Porto Rico,0
2011-01-01,2011,1,Southeast,Senegal,0
2011-02-01,2011,2,Central-West,Estados Unidos Da América,6638
2011-02-01,2011,2,Central-West,Portugal,4920
2011-02-01,2011,2,Central-West,Peru,1957
2011-02-01,2011,2,Central-West,Bolívia,417
2011-02-01,2011,2,Central-West,Argentina,310
2011-02-01,2011,2,Central-West,Aruba,251
2011-02-01,2011,2,Central-West,Venezuela,145
2011-02-01,2011,2,Central-West,Curaçao,97
2011-02-01,2011,2,Central-West,Paraguai,0
2011-02-01,2011,2,North,Estados Unidos Da América,5002
2011-02-01,2011,2,North,Venezuela,1366
2011-02-01,2011,2,North,Panamá,1253
2011-02-01,2011,2,North,Suriname,984
2011-02-01,2011,2,North,Colômbia,499
2011-02-01,2011,2,North,Guiana Francesa,477
2011-02-01,2011,2,North,Ilha De São Martinho,30
2011-02-01,2011,2,North,Guiana,15
2011-02-01,2011,2,North,Argentina,1
2011-02-01,2011,2,North,República Dominicana,1
2011-02-01,2011,2,North,Cuba,0
2011-02-01,2011,2,North,México,0
2011-02-01,2011,2,Northeast,Portugal,17147
2011-02-01,2011,2,Northeast,Espanha,4591
2011-02-01,2011,2,Northeast,Estados Unidos Da América,3996
2011-02-01,2011,2,Northeast,Argentina,3151
2011-02-01,2011,2,Northeast,Alemanha,1766
2011-02-01,2011,2,Northeast,Itália,1255
2011-02-01,2011,2,Northeast,Cabo Verde,702
2011-02-01,2011,2,Northeast,Ilhas Canárias,0
2011-02-01,2011,2,Northeast,Luxemburgo,0
2011-02-01,2011,2,South,Argentina,17824
2011-02-01,2011,2,South,Uruguai,10663
2011-02-01,2011,2,South,Peru,2929
2011-02-01,2011,2,South,Chile,941
2011-02-01,2011,2,South,Paraguai,861
2011-02-01,2011,2,South,Alemanha,0
2011-02-01,2011,2,South,Colômbia,0
2011-02-01,2011,2,South,Estados Unidos Da América,0
2011-02-01,2011,2,South,Holanda,0
2011-02-01,2011,2,South,Luxemburgo,0
2011-02-01,2011,2,South,Senegal,0
2011-02-01,2011,2,Southeast,Estados Unidos Da América,133343
2011-02-01,2011,2,Southeast,Argentina,93792
2011-02-01,2011,2,Southeast,França,39559
2011-02-01,2011,2,Southeast,Chile,36712
2011-02-01,2011,2,Southeast,Espanha,27596
2011-02-01,2011,2,Southeast,Portugal,26431
2011-02-01,2011,2,Southeast,Alemanha,24833
2011-02-01,2011,2,Southeast,Uruguai,22043
2011-02-01,2011,2,Southeast,Peru,17756
2011-02-01,2011,2,Southeast,Reino Unido,16676
2011-02-01,2011,2,Southeast,Panamá,16286
2011-02-01,2011,2,Southeast,Itália,13512
2011-02-01,2011,2,Southeast,Colômbia,13391
2011-02-01,2011,2,Southeast,Paraguai,11790
2011-02-01,2011,2,Southeast,Canadá,7939
2011-02-01,2011,2,Southeast,África Do Sul,7177
2011-02-01,2011,2,Southeast,Holanda,6957
2011-02-01,2011,2,Southeast,México,6623
2011-02-01,2011,2,Southeast,Bolívia,6589
2011-02-01,2011,2,Southeast,Suíça,6027
2011-02-01,2011,2,Southeast,Emirados Árabes Unidos,5999
2011-02-01,2011,2,Southeast,Venezuela,3719
2011-02-01,2011,2,Southeast,Angola,3502
2011-02-01,2011,2,Southeast,Qatar,3262
2011-02-01,2011,2,Southeast,Israel,3150
2011-02-01,2011,2,Southeast,Turquia,2348
2011-02-01,2011,2,Southeast,Coreia Do Sul,1211
2011-02-01,2011,2,Southeast,China,939
2011-02-01,2011,2,Southeast,República Dominicana,752
2011-02-01,2011,2,Southeast,Barbados,279
2011-02-01,2011,2,Southeast,Cabo Verde,0
2011-02-01,2011,2,Southeast,Luxemburgo,0
2011-02-01,2011,2,Southeast,Porto Rico,0
2011-02-01,2011,2,Southeast,Senegal,0
2011-03-01,2011,3,Central-West,Estados Unidos Da América,7933
2011-03-01,2011,3,Central-West,Portugal,5091
2011-03-01,2011,3,Central-West,Peru,2512
2011-03-01,2011,3,Central-West,Bolívia,464
2011-03-01,2011,3,Central-West,Aruba,309
2011-03-01,2011,3,Central-West,Argentina,174
2011-03-01,2011,3,Central-West,Curaçao,104
2011-03-01,2011,3,Central-West,República Dominicana,0
2011-03-01,2011,3,North,Estados Unidos Da América,5478
2011-03-01,2011,3,North,Panamá,1341
2011-03-01,2011,3,North,Suriname,1037
2011-03-01,2011,3,North,Guiana Francesa,519
2011-03-01,2011,3,North,Colômbia,273
2011-03-01,2011,3,North,Venezuela,146
2011-03-01,2011,3,North,Guiana,9
2011-03-01,2011,3,North,República Dominicana,8
2011-03-01,2011,3,North,Argentina,0
2011-03-01,2011,3,North,Cuba,0
2011-03-01,2011,3,North,Ilha De São Martinho,0
2011-03-01,2011,3,North,Jamaica,0
2011-03-01,2011,3,North,México,0
2011-03-01,2011,3,North,Peru,0
2011-03-01,2011,3,North,Porto Rico,0
2011-03-01,2011,3,Northeast,Portugal,18049
2011-03-01,2011,3,Northeast,Estados Unidos Da América,5154
2011-03-01,2011,3,Northeast,Espanha,5042
2011-03-01,2011,3,Northeast,Argentina,3006
2011-03-01,2011,3,Northeast,Alemanha,1895
2011-03-01,2011,3,Northeast,Itália,1438
2011-03-01,2011,3,Northeast,Cabo Verde,543
2011-03-01,2011,3,Northeast,Jamaica,0
2011-03-01,2011,3,Northeast,Luxemburgo,0
2011-03-01,2011,3,Northeast,República Dominicana,0
2011-03-01,2011,3,South,Argentina,19948
2011-03-01,2011,3,South,Uruguai,9162
2011-03-01,2011,3,South,Peru,3024
2011-03-01,2011,3,South,Paraguai,754
2011-03-01,2011,3,South,Alemanha,0
2011-03-01,2011,3,South,Chile,0
2011-03-01,2011,3,South,Colômbia,0
2011-03-01,2011,3,South,Estados Unidos Da América,0
2011-03-01,2011,3,South,Holanda,0
2011-03-01,2011,3,South,Jamaica,0
2011-03-01,2011,3,South,Luxemburgo,0
2011-03-01,2011,3,South,Senegal,0
2011-03-01,2011,3,Southeast,Estados Unidos Da América,151781
2011-03-01,2011,3,Southeast,Argentina,109063
2011-03-01,2011,3,Southeast,França,41419
2011-03-01,2011,3,Southeast,Chile,34043
2011-03-01,2011,3,Southeast,Espanha,30002
2011-03-01,2011,3,Southeast,Portugal,27778
2011-03-01,2011,3,Southeast,Uruguai,26272
2011-03-01,2011,3,Southeast,Alemanha,25472
2011-03-01,2011,3,Southeast,Peru,19120
2011-03-01,2011,3,Southeast,Reino Unido,17993
2011-03-01,2011,3,Southeast,Panamá,17551
2011-03-01,2011,3,Southeast,Colômbia,14549
2011-03-01,2011,3,Southeast,Itália,14341
2011-03-01,2011,3,Southeast,Paraguai,11981
2011-03-01,2011,3,Southeast,Emirados Árabes Unidos,9682
2011-03-01,2011,3,Southeast,África Do Sul,8601
2011-03-01,2011,3,Southeast,México,8521
2011-03-01,2011,3,Southeast,Holanda,7424
2011-03-01,2011,3,Southeast,Bolívia,7185
2011-03-01,2011,3,Southeast,Canadá,6837
2011-03-01,2011,3,Southeast,Suíça,6081
2011-03-01,2011,3,Southeast,Venezuela,5560
2011-03-01,2011,3,Southeast,Qatar,4355
2011-03-01,2011,3,Southeast,Angola,3331
2011-03-01,2011,3,Southeast,Turquia,2805
2011-03-01,2011,3,Southeast,Israel,2643
2011-03-01,2011,3,Southeast,China,1195
2011-03-01,2011,3,Southeast,Coreia Do Sul,1139
2011-03-01,2011,3,Southeast,República Dominicana,471
2011-03-01,2011,3,Southeast,Barbados,367
2011-03-01,2011,3,Southeast,Porto Rico,194
2011-03-01,2011,3,Southeast,Aruba,35
2011-03-01,2011,3,Southeast,Jamaica,0
2011-03-01,2011,3,Southeast,Luxemburgo,0
2011-03-01,2011,3,Southeast,Senegal,0
2011-04-01,2011,4,Central-West,Estados Unidos Da América,8020
2011-04-01,2011,4,Central-West,Portugal,5427
2011-04-01,2011,4,Central-West,Peru,1844
2011-04-01,2011,4,Central-West,Bolívia,631
2011-04-01,2011,4,Central-West,Aruba,245
2011-04-01,2011,4,Central-West,Argentina,179
2011-04-01,2011,4,Central-West,Curaçao,95
2011-04-01,2011,4,North,Estados Unidos Da América,5371
2011-04-01,2011,4,North,Suriname,1160
2011-04-01,2011,4,North,Panamá,988
2011-04-01,2011,4,North,Guiana Francesa,624
2011-04-01,2011,4,North,Venezuela,144
2011-04-01,2011,4,North,Guiana,59
2011-04-01,2011,4,North,República Dominicana,3
2011-04-01,2011,4,North,Alemanha,0
2011-04-01,2011,4,North,Argentina,0
2011-04-01,2011,4,North,Colômbia,0
2011-04-01,2011,4,North,México,0
2011-04-01,2011,4,North,Peru,0
2011-04-01,2011,4,North,Porto Rico,0
2011-04-01,2011,4,North,Senegal,0
2011-04-01,2011,4,Northeast,Portugal,17719
2011-04-01,2011,4,Northeast,Espanha,4610
2011-04-01,2011,4,Northeast,Estados Unidos Da América,4203
2011-04-01,2011,4,Northeast,Argentina,1720
2011-04-01,2011,4,Northeast,Alemanha,1521
2011-04-01,2011,4,Northeast,Itália,912
2011-04-01,2011,4,Northeast,Cabo Verde,438
2011-04-01,2011,4,Northeast,França,192
2011-04-01,2011,4,Northeast,Uruguai,174
2011-04-01,2011,4,Northeast,Colômbia,0
2011-04-01,2011,4,Northeast,Luxemburgo,0
2011-04-01,2011,4,Northeast,Porto Rico,0
2011-04-01,2011,4,South,Argentina,19369
2011-04-01,2011,4,South,Uruguai,9524
2011-04-01,2011,4,South,Peru,2313
2011-04-01,2011,4,South,Paraguai,932
2011-04-01,2011,4,South,Alemanha,0
2011-04-01,2011,4,South,Chile,0
2011-04-01,2011,4,South,Colômbia,0
2011-04-01,2011,4,South,Estados Unidos Da América,0
2011-04-01,2011,4,South,Holanda,0
2011-04-01,2011,4,South,Luxemburgo,0
2011-04-01,2011,4,South,Senegal,0
2011-04-01,2011,4,Southeast,Estados Unidos Da América,135446
2011-04-01,2011,4,Southeast,Argentina,98914
2011-04-01,2011,4,Southeast,França,42012
2011-04-01,2011,4,Southeast,Portugal,30956
2011-04-01,2011,4,Southeast,Espanha,29304
2011-04-01,2011,4,Southeast,Chile,28622
2011-04-01,2011,4,Southeast,Uruguai,26417
2011-04-01,2011,4,Southeast,Alemanha,25869
2011-04-01,2011,4,Southeast,Reino Unido,21067
2011-04-01,2011,4,Southeast,Peru,16896
2011-04-01,2011,4,Southeast,Itália,15695
2011-04-01,2011,4,Southeast,Panamá,15405
2011-04-01,2011,4,Southeast,Colômbia,12392
2011-04-01,2011,4,Southeast,Paraguai,12008
2011-04-01,2011,4,Southeast,Emirados Árabes Unidos,9223
2011-04-01,2011,4,Southeast,Holanda,8102
2011-04-01,2011,4,Southeast,África Do Sul,8044
2011-04-01,2011,4,Southeast,México,8016
2011-04-01,2011,4,Southeast,Bolívia,6444
2011-04-01,2011,4,Southeast,Suíça,6172
2011-04-01,2011,4,Southeast,Canadá,4862
2011-04-01,2011,4,Southeast,Qatar,4778
2011-04-01,2011,4,Southeast,Venezuela,3878
2011-04-01,2011,4,Southeast,Angola,3649
2011-04-01,2011,4,Southeast,Turquia,3005
2011-04-01,2011,4,Southeast,Israel,2499
2011-04-01,2011,4,Southeast,China,1236
2011-04-01,2011,4,Southeast,Coreia Do Sul,1046
2011-04-01,2011,4,Southeast,Singapura,612
2011-04-01,2011,4,Southeast,Barbados,282
2011-04-01,2011,4,Southeast,República Dominicana,48
2011-04-01,2011,4,Southeast,Cabo Verde,0
2011-04-01,2011,4,Southeast,Luxemburgo,0
2011-04-01,2011,4,Southeast,Senegal,0
2011-05-01,2011,5,Central-West,Estados Unidos Da América,8762
2011-05-01,2011,5,Central-West,Portugal,6032
2011-05-01,2011,5,Central-West,Peru,2320
2011-05-01,2011,5,Central-West,Bolívia,585
2011-05-01,2011,5,Central-West,Argentina,255
2011-05-01,2011,5,Central-West,Aruba,172
2011-05-01,2011,5,Central-West,Curaçao,64
2011-05-01,2011,5,North,Estados Unidos Da América,5972
2011-05-01,2011,5,North,Suriname,1157
2011-05-01,2011,5,North,Panamá,1093
2011-05-01,2011,5,North,Guiana Francesa,339
2011-05-01,2011,5,North,Guiana,77
2011-05-01,2011,5,North,Alemanha,0
2011-05-01,2011,5,North,Colômbia,0
2011-05-01,2011,5,North,México,0
2011-05-01,2011,5,North,Paraguai,0
2011-05-01,2011,5,North,Senegal,0
2011-05-01,2011,5,North,Venezuela,0
2011-05-01,2011,5,Northeast,Portugal,15105
2011-05-01,2011,5,Northeast,Estados Unidos Da América,3915
2011-05-01,2011,5,Northeast,Espanha,3672
2011-05-01,2011,5,Northeast,Argentina,1681
2011-05-01,2011,5,Northeast,Alemanha,1633
2011-05-01,2011,5,Northeast,Itália,647
2011-05-01,2011,5,Northeast,Cabo Verde,419
2011-05-01,2011,5,Northeast,Colômbia,0
2011-05-01,2011,5,Northeast,Holanda,0
2011-05-01,2011,5,Northeast,Luxemburgo,0
2011-05-01,2011,5,Northeast,Singapura,0
2011-05-01,2011,5,South,Argentina,18154
2011-05-01,2011,5,South,Uruguai,7604
2011-05-01,2011,5,South,Peru,2489
2011-05-01,2011,5,South,Paraguai,809
2011-05-01,2011,5,South,Alemanha,0
2011-05-01,2011,5,South,Chile,0
2011-05-01,2011,5,South,Colômbia,0
2011-05-01,2011,5,South,Estados Unidos Da América,0
2011-05-01,2011,5,South,Holanda,0
2011-05-01,2011,5,South,Luxemburgo,0
2011-05-01,2011,5,South,Senegal,0
2011-05-01,2011,5,Southeast,Estados Unidos Da América,146992
2011-05-01,2011,5,Southeast,Argentina,100880
2011-05-01,2011,5,Southeast,França,42523
2011-05-01,2011,5,Southeast,Portugal,32334
2011-05-01,2011,5,Southeast,Espanha,30429
2011-05-01,2011,5,Southeast,Chile,29698
2011-05-01,2011,5,Southeast,Alemanha,27892
2011-05-01,2011,5,Southeast,Uruguai,23783
2011-05-01,2011,5,Southeast,Reino Unido,19414
2011-05-01,2011,5,Southeast,Panamá,17681
2011-05-01,2011,5,Southeast,Peru,17269
2011-05-01,2011,5,Southeast,Itália,15744
2011-05-01,2011,5,Southeast,Colômbia,13771
2011-05-01,2011,5,Southeast,Paraguai,12620
2011-05-01,2011,5,Southeast,Holanda,9027
2011-05-01,2011,5,Southeast,México,7717
2011-05-01,2011,5,Southeast,Emirados Árabes Unidos,7486
2011-05-01,2011,5,Southeast,África Do Sul,6628
2011-05-01,2011,5,Southeast,Suíça,6032
2011-05-01,2011,5,Southeast,Bolívia,6017
2011-05-01,2011,5,Southeast,Venezuela,5949
2011-05-01,2011,5,Southeast,Canadá,5320
2011-05-01,2011,5,Southeast,Qatar,4630
2011-05-01,2011,5,Southeast,Turquia,3821
2011-05-01,2011,5,Southeast,Angola,3670
2011-05-01,2011,5,Southeast,Israel,2350
2011-05-01,2011,5,Southeast,Coreia Do Sul,1274
2011-05-01,2011,5,Southeast,China,1056
2011-05-01,2011,5,Southeast,Singapura,659
2011-05-01,2011,5,Southeast,Barbados,283
2011-05-01,2011,5,Southeast,República Dominicana,189
2011-05-01,2011,5,Southeast,Luxemburgo,0
2011-05-01,2011,5,Southeast,Senegal,0
2011-06-01,2011,6,Central-West,Estados Unidos Da América,8508
2011-06-01,2011,6,Central-West,Portugal,6262
2011-06-01,2011,6,Central-West,Peru,2100
2011-06-01,2011,6,Central-West,Bolívia,740
2011-06-01,2011,6,Central-West,Panamá,480
2011-06-01,2011,6,Central-West,Uruguai,392
2011-06-01,2011,6,Central-West,Aruba,255
2011-06-01,2011,6,Central-West,Argentina,97
2011-06-01,2011,6,Central-West,Curaçao,91
2011-06-01,2011,6,North,Estados Unidos Da América,5067
2011-06-01,2011,6,North,Panamá,1180
2011-06-01,2011,6,North,Suriname,1078
2011-06-01,2011,6,North,Guiana Francesa,500
2011-06-01,2011,6,North,Colômbia,112
2011-06-01,2011,6,North,Guiana,23
2011-06-01,2011,6,North,Alemanha,0
2011-06-01,2011,6,North,México,0
2011-06-01,2011,6,North,Porto Rico,0
2011-06-01,2011,6,North,Senegal,0
2011-06-01,2011,6,Northeast,Portugal,19148
2011-06-01,2011,6,Northeast,Espanha,4241
2011-06-01,2011,6,Northeast,Estados Unidos Da América,3646
2011-06-01,2011,6,Northeast,Alemanha,2302
2011-06-01,2011,6,Northeast,Argentina,1470
2011-06-01,2011,6,Northeast,Itália,412
2011-06-01,2011,6,Northeast,Cabo Verde,264
2011-06-01,2011,6,Northeast,Colômbia,0
2011-06-01,2011,6,Northeast,Luxemburgo,0
2011-06-01,2011,6,South,Argentina,12926
2011-06-01,2011,6,South,Uruguai,5486
2011-06-01,2011,6,South,Peru,2249
2011-06-01,2011,6,South,Portugal,1728
2011-06-01,2011,6,South,Panamá,991
2011-06-01,2011,6,South,Paraguai,771
2011-06-01,2011,6,South,Alemanha,0
2011-06-01,2011,6,South,Chile,0
2011-06-01,2011,6,South,Colômbia,0
2011-06-01,2011,6,South,Estados Unidos Da América,0
2011-06-01,2011,6,South,Holanda,0
2011-06-01,2011,6,South,Luxemburgo,0
2011-06-01,2011,6,South,Senegal,0
2011-06-01,2011,6,Southeast,Estados Unidos Da América,139998
2011-06-01,2011,6,Southeast,Argentina,73480
2011-06-01,2011,6,Southeast,França,41515
2011-06-01,2011,6,Southeast,Portugal,32552
2011-06-01,2011,6,Southeast,Chile,30743
2011-06-01,2011,6,Southeast,Espanha,29499
2011-06-01,2011,6,Southeast,Alemanha,28428
2011-06-01,2011,6,Southeast,Uruguai,21625
2011-06-01,2011,6,Southeast,Reino Unido,19389
2011-06-01,2011,6,Southeast,Itália,17595
2011-06-01,2011,6,Southeast,Peru,16567
2011-06-01,2011,6,Southeast,Panamá,15834
2011-06-01,2011,6,Southeast,Paraguai,11950
2011-06-01,2011,6,Southeast,Colômbia,10961
2011-06-01,2011,6,Southeast,Holanda,8375
2011-06-01,2011,6,Southeast,México,8016
2011-06-01,2011,6,Southeast,Bolívia,6908
2011-06-01,2011,6,Southeast,Emirados Árabes Unidos,6811
2011-06-01,2011,6,Southeast,África Do Sul,6075
2011-06-01,2011,6,Southeast,Suíça,5848
2011-06-01,2011,6,Southeast,Canadá,5383
2011-06-01,2011,6,Southeast,Venezuela,4810
2011-06-01,2011,6,Southeast,Qatar,4116
2011-06-01,2011,6,Southeast,Angola,3550
2011-06-01,2011,6,Southeast,Turquia,3341
2011-06-01,2011,6,Southeast,Israel,2582
2011-06-01,2011,6,Southeast,Coreia Do Sul,1115
2011-06-01,2011,6,Southeast,China,977
2011-06-01,2011,6,Southeast,Singapura,504
2011-06-01,2011,6,Southeast,Barbados,259
2011-06-01,2011,6,Southeast,República Dominicana,259
2011-06-01,2011,6,Southeast,Aruba,57
2011-06-01,2011,6,Southeast,Cabo Verde,0
2011-06-01,2011,6,Southeast,Luxemburgo,0
2011-06-01,2011,6,Southeast,Porto Rico,0
2011-06-01,2011,6,Southeast,Senegal,0
2011-07-01,2011,7,Central-West,Estados Unidos Da América,10657
2011-07-01,2011,7,Central-West,Portugal,7210
2011-07-01,2011,7,Central-West,Peru,2789
2011-07-01,2011,7,Central-West,Panamá,1821
2011-07-01,2011,7,Central-West,Uruguai,1099
2011-07-01,2011,7,Central-West,Bolívia,868
2011-07-01,2011,7,Central-West,Aruba,212
2011-07-01,2011,7,Central-West,Argentina,119
2011-07-01,2011,7,Central-West,Curaçao,66
2011-07-01,2011,7,North,Estados Unidos Da América,5311
2011-07-01,2011,7,North,Panamá,2001
2011-07-01,2011,7,North,Suriname,1236
2011-07-01,2011,7,North,Guiana Francesa,773
2011-07-01,2011,7,North,Alemanha,0
2011-07-01,2011,7,North,Chile,0
2011-07-01,2011,7,North,Colômbia,0
2011-07-01,2011,7,North,México,0
2011-07-01,2011,7,North,Senegal,0
2011-07-01,2011,7,Northeast,Portugal,25839
2011-07-01,2011,7,Northeast,Estados Unidos Da América,6828
2011-07-01,2011,7,Northeast,Espanha,5690
2011-07-01,2011,7,Northeast,Alemanha,3660
2011-07-01,2011,7,Northeast,Argentina,2456
2011-07-01,2011,7,Northeast,Itália,2260
2011-07-01,2011,7,Northeast,Cabo Verde,819
2011-07-01,2011,7,Northeast,Colômbia,0
2011-07-01,2011,7,Northeast,Luxemburgo,0
2011-07-01,2011,7,South,Argentina,18967
2011-07-01,2011,7,South,Uruguai,7629
2011-07-01,2011,7,South,Portugal,4219
2011-07-01,2011,7,South,Peru,2994
2011-07-01,2011,7,South,Chile,2450
2011-07-01,2011,7,South,Panamá,1658
2011-07-01,2011,7,South,Paraguai,971
2011-07-01,2011,7,South,Alemanha,0
2011-07-01,2011,7,South,Colômbia,0
2011-07-01,2011,7,South,Estados Unidos Da América,0
2011-07-01,2011,7,South,Holanda,0
2011-07-01,2011,7,South,Luxemburgo,0
2011-07-01,2011,7,South,Senegal,0
2011-07-01,2011,7,Southeast,Estados Unidos Da América,158122
2011-07-01,2011,7,Southeast,Argentina,114959
2011-07-01,2011,7,Southeast,França,50658
2011-07-01,2011,7,Southeast,Chile,42325
2011-07-01,2011,7,Southeast,Portugal,40543
2011-07-01,2011,7,Southeast,Espanha,36363
2011-07-01,2011,7,Southeast,Alemanha,34264
2011-07-01,2011,7,Southeast,Uruguai,27142
2011-07-01,2011,7,Southeast,Reino Unido,25665
2011-07-01,2011,7,Southeast,Panamá,20763
2011-07-01,2011,7,Southeast,Itália,20549
2011-07-01,2011,7,Southeast,Peru,18226
2011-07-01,2011,7,Southeast,Paraguai,13901
2011-07-01,2011,7,Southeast,Colômbia,13379
2011-07-01,2011,7,Southeast,Holanda,10424
2011-07-01,2011,7,Southeast,México,9900
2011-07-01,2011,7,Southeast,Emirados Árabes Unidos,9389
2011-07-01,2011,7,Southeast,Bolívia,8769
2011-07-01,2011,7,Southeast,África Do Sul,8190
2011-07-01,2011,7,Southeast,Suíça,6673
2011-07-01,2011,7,Southeast,Canadá,6343
2011-07-01,2011,7,Southeast,Qatar,5514
2011-07-01,2011,7,Southeast,Venezuela,5407
2011-07-01,2011,7,Southeast,Turquia,5009
2011-07-01,2011,7,Southeast,Angola,4244
2011-07-01,2011,7,Southeast,Israel,3233
2011-07-01,2011,7,Southeast,República Dominicana,1477
2011-07-01,2011,7,Southeast,Coreia Do Sul,1212
2011-07-01,2011,7,Southeast,China,1124
2011-07-01,2011,7,Southeast,Barbados,563
2011-07-01,2011,7,Southeast,Singapura,396
2011-07-01,2011,7,Southeast,Aruba,120
2011-07-01,2011,7,Southeast,Cabo Verde,0
2011-07-01,2011,7,Southeast,Luxemburgo,0
2011-07-01,2011,7,Southeast,Senegal,0
2011-08-01,2011,8,Central-West,Estados Unidos Da América,9209
2011-08-01,2011,8,Central-West,Portugal,7377
2011-08-01,2011,8,Central-West,Peru,2287
2011-08-01,2011,8,Central-West,Panamá,1696
2011-08-01,2011,8,Central-West,Uruguai,894
2011-08-01,2011,8,Central-West,Bolívia,499
2011-08-01,2011,8,Central-West,Aruba,197
2011-08-01,2011,8,Central-West,Argentina,147
2011-08-01,2011,8,Central-West,Curaçao,41
2011-08-01,2011,8,Central-West,México,0
2011-08-01,2011,8,North,Estados Unidos Da América,4267
2011-08-01,2011,8,North,Panamá,1498
2011-08-01,2011,8,North,Suriname,1427
2011-08-01,2011,8,North,Guiana Francesa,586
2011-08-01,2011,8,North,Colômbia,154
2011-08-01,2011,8,North,Alemanha,0
2011-08-01,2011,8,North,México,0
2011-08-01,2011,8,North,Peru,0
2011-08-01,2011,8,North,Porto Rico,0
2011-08-01,2011,8,North,Senegal,0
2011-08-01,2011,8,Northeast,Portugal,24511
2011-08-01,2011,8,Northeast,Espanha,5079
2011-08-01,2011,8,Northeast,Estados Unidos Da América,4125
2011-08-01,2011,8,Northeast,Alemanha,3131
2011-08-01,2011,8,Northeast,Itália,2564
2011-08-01,2011,8,Northeast,Argentina,2150
2011-08-01,2011,8,Northeast,Cabo Verde,599
2011-08-01,2011,8,Northeast,Colômbia,0
2011-08-01,2011,8,Northeast,Luxemburgo,0
2011-08-01,2011,8,South,Argentina,18136
2011-08-01,2011,8,South,Uruguai,7594
2011-08-01,2011,8,South,Portugal,4350
2011-08-01,2011,8,South,Chile,3159
2011-08-01,2011,8,South,Peru,2902
2011-08-01,2011,8,South,Panamá,1919
