year_month,year,month,destination_region,origin_country,passengers_total
2013-06-01,2013,6,North,Alemanha,0
2013-06-01,2013,6,North,Bielorrússia,0
2013-06-01,2013,6,North,Cabo Verde,0
2013-06-01,2013,6,North,Chile,0
2013-06-01,2013,6,North,Colômbia,0
2013-06-01,2013,6,North,Luxemburgo,0
2013-06-01,2013,6,North,México,0
2013-06-01,2013,6,North,Porto Rico,0
2013-06-01,2013,6,North,Rússia,0
2013-06-01,2013,6,North,Senegal,0
2013-06-01,2013,6,North,Venezuela,0
2013-06-01,2013,6,Northeast,Portugal,22895
2013-06-01,2013,6,Northeast,Estados Unidos Da América,5387
2013-06-01,2013,6,Northeast,Espanha,3036
2013-06-01,2013,6,Northeast,Alemanha,2076
2013-06-01,2013,6,Northeast,Panamá,1295
2013-06-01,2013,6,Northeast,Holanda,1050
2013-06-01,2013,6,Northeast,Itália,755
2013-06-01,2013,6,Northeast,Cabo Verde,337
2013-06-01,2013,6,Northeast,Aruba,0
2013-06-01,2013,6,Northeast,Colômbia,0
2013-06-01,2013,6,South,Argentina,13425
2013-06-01,2013,6,South,Portugal,4083
2013-06-01,2013,6,South,Peru,3085
2013-06-01,2013,6,South,Uruguai,2873
2013-06-01,2013,6,South,Panamá,2867
2013-06-01,2013,6,South,Paraguai,155
2013-06-01,2013,6,South,Alemanha,0
2013-06-01,2013,6,South,Chile,0
2013-06-01,2013,6,South,Colômbia,0
2013-06-01,2013,6,South,Estados Unidos Da América,0
2013-06-01,2013,6,South,Holanda,0
2013-06-01,2013,6,South,Luxemburgo,0
2013-06-01,2013,6,South,México,0
2013-06-01,2013,6,South,Senegal,0
2013-06-01,2013,6,Southeast,Estados Unidos Da América,175038
2013-06-01,2013,6,Southeast,Argentina,86618
2013-06-01,2013,6,Southeast,França,41791
2013-06-01,2013,6,Southeast,Chile,41271
2013-06-01,2013,6,Southeast,Portugal,35694
2013-06-01,2013,6,Southeast,Alemanha,33935
2013-06-01,2013,6,Southeast,Espanha,31552
2013-06-01,2013,6,Southeast,Reino Unido,26283
2013-06-01,2013,6,Southeast,Panamá,23755
2013-06-01,2013,6,Southeast,Itália,20163
2013-06-01,2013,6,Southeast,Peru,19664
2013-06-01,2013,6,Southeast,Uruguai,18784
2013-06-01,2013,6,Southeast,Holanda,17588
2013-06-01,2013,6,Southeast,Colômbia,17427
2013-06-01,2013,6,Southeast,México,12439
2013-06-01,2013,6,Southeast,Paraguai,12301
2013-06-01,2013,6,Southeast,Emirados Árabes Unidos,11584
2013-06-01,2013,6,Southeast,África Do Sul,7828
2013-06-01,2013,6,Southeast,Suíça,6331
2013-06-01,2013,6,Southeast,Bolívia,5973
2013-06-01,2013,6,Southeast,Canadá,5187
2013-06-01,2013,6,Southeast,Qatar,4966
2013-06-01,2013,6,Southeast,Venezuela,4616
2013-06-01,2013,6,Southeast,Angola,4435
2013-06-01,2013,6,Southeast,República Dominicana,4151
2013-06-01,2013,6,Southeast,Turquia,3638
2013-06-01,2013,6,Southeast,Coreia Do Sul,1012
2013-06-01,2013,6,Southeast,China,846
2013-06-01,2013,6,Southeast,Singapura,522
2013-06-01,2013,6,Southeast,Aruba,425
2013-06-01,2013,6,Southeast,Barbados,364
2013-06-01,2013,6,Southeast,Equador,355
2013-06-01,2013,6,Southeast,Cabo Verde,0
2013-06-01,2013,6,Southeast,Luxemburgo,0
2013-06-01,2013,6,Southeast,Porto Rico,0
2013-06-01,2013,6,Southeast,Senegal,0
2013-07-01,2013,7,Central-West,Estados Unidos Da América,12110
2013-07-01,2013,7,Central-West,Portugal,7692
2013-07-01,2013,7,Central-West,Panamá,4211
2013-07-01,2013,7,Central-West,Colômbia,1581
2013-07-01,2013,7,Central-West,Holanda,0
2013-07-01,2013,7,Central-West,República Dominicana,0
2013-07-01,2013,7,North,Estados Unidos Da América,8568
2013-07-01,2013,7,North,Panamá,2166
2013-07-01,2013,7,North,Suriname,1797
2013-07-01,2013,7,North,Guiana Francesa,872
2013-07-01,2013,7,North,República Dominicana,4
2013-07-01,2013,7,North,México,1
2013-07-01,2013,7,North,Alemanha,0
2013-07-01,2013,7,North,Colômbia,0
2013-07-01,2013,7,North,Luxemburgo,0
2013-07-01,2013,7,North,Senegal,0
2013-07-01,2013,7,Northeast,Portugal,25159
2013-07-01,2013,7,Northeast,Estados Unidos Da América,5735
2013-07-01,2013,7,Northeast,Alemanha,3401
2013-07-01,2013,7,Northeast,Espanha,3381
2013-07-01,2013,7,Northeast,Panamá,1475
2013-07-01,2013,7,Northeast,Holanda,1271
2013-07-01,2013,7,Northeast,Itália,1059
2013-07-01,2013,7,Northeast,Cabo Verde,698
2013-07-01,2013,7,Northeast,Argentina,359
2013-07-01,2013,7,Northeast,Colômbia,0
2013-07-01,2013,7,South,Argentina,18666
2013-07-01,2013,7,South,Portugal,4372
2013-07-01,2013,7,South,Peru,3536
2013-07-01,2013,7,South,Panamá,3093
2013-07-01,2013,7,South,Uruguai,2566
2013-07-01,2013,7,South,Paraguai,76
2013-07-01,2013,7,South,Alemanha,0
2013-07-01,2013,7,South,Chile,0
2013-07-01,2013,7,South,Colômbia,0
2013-07-01,2013,7,South,Estados Unidos Da América,0
2013-07-01,2013,7,South,Holanda,0
2013-07-01,2013,7,South,Luxemburgo,0
2013-07-01,2013,7,South,Senegal,0
2013-07-01,2013,7,Southeast,Estados Unidos Da América,202194
2013-07-01,2013,7,Southeast,Argentina,122187
2013-07-01,2013,7,Southeast,Chile,52952
2013-07-01,2013,7,Southeast,França,45114
2013-07-01,2013,7,Southeast,Portugal,42924
2013-07-01,2013,7,Southeast,Alemanha,37487
2013-07-01,2013,7,Southeast,Espanha,33578
2013-07-01,2013,7,Southeast,Panamá,30877
2013-07-01,2013,7,Southeast,Reino Unido,28598
2013-07-01,2013,7,Southeast,Peru,23094
2013-07-01,2013,7,Southeast,Uruguai,22347
2013-07-01,2013,7,Southeast,Itália,21146
2013-07-01,2013,7,Southeast,Colômbia,20810
2013-07-01,2013,7,Southeast,Holanda,18661
2013-07-01,2013,7,Southeast,México,16238
2013-07-01,2013,7,Southeast,Paraguai,15527
2013-07-01,2013,7,Southeast,Emirados Árabes Unidos,14758
2013-07-01,2013,7,Southeast,África Do Sul,9003
2013-07-01,2013,7,Southeast,Suíça,6497
2013-07-01,2013,7,Southeast,Bolívia,6156
2013-07-01,2013,7,Southeast,Canadá,6127
2013-07-01,2013,7,Southeast,República Dominicana,5743
2013-07-01,2013,7,Southeast,Angola,5575
2013-07-01,2013,7,Southeast,Qatar,5520
2013-07-01,2013,7,Southeast,Turquia,5489
2013-07-01,2013,7,Southeast,Venezuela,5417
2013-07-01,2013,7,Southeast,Etiópia,2108
2013-07-01,2013,7,Southeast,Coreia Do Sul,1449
2013-07-01,2013,7,Southeast,Equador,1049
2013-07-01,2013,7,Southeast,China,832
2013-07-01,2013,7,Southeast,Aruba,614
2013-07-01,2013,7,Southeast,Barbados,539
2013-07-01,2013,7,Southeast,Singapura,534
2013-07-01,2013,7,Southeast,Cuba,367
2013-07-01,2013,7,Southeast,Porto Rico,186
2013-07-01,2013,7,Southeast,Togo,151
2013-07-01,2013,7,Southeast,Cabo Verde,0
2013-07-01,2013,7,Southeast,Luxemburgo,0
2013-07-01,2013,7,Southeast,Mali,0
2013-07-01,2013,7,Southeast,Senegal,0
2013-07-01,2013,7,Southeast,Trinidad E Tobago,0
2013-07-01,2013,7,Southeast,Zimbábue,0
2013-08-01,2013,8,Central-West,Estados Unidos Da América,11294
2013-08-01,2013,8,Central-West,Portugal,7044
2013-08-01,2013,8,Central-West,Panamá,3275
2013-08-01,2013,8,Central-West,Argentina,2065
2013-08-01,2013,8,Central-West,Colômbia,1055
2013-08-01,2013,8,Central-West,Peru,1
2013-08-01,2013,8,North,Estados Unidos Da América,5900
2013-08-01,2013,8,North,Suriname,1809
2013-08-01,2013,8,North,Panamá,1653
2013-08-01,2013,8,North,Guiana Francesa,897
2013-08-01,2013,8,North,Alemanha,0
2013-08-01,2013,8,North,Colômbia,0
2013-08-01,2013,8,North,Luxemburgo,0
2013-08-01,2013,8,North,Senegal,0
2013-08-01,2013,8,North,Venezuela,0
2013-08-01,2013,8,Northeast,Portugal,23473
2013-08-01,2013,8,Northeast,Estados Unidos Da América,4704
2013-08-01,2013,8,Northeast,Espanha,3441
2013-08-01,2013,8,Northeast,Alemanha,3047
2013-08-01,2013,8,Northeast,Itália,1886
2013-08-01,2013,8,Northeast,Panamá,1259
2013-08-01,2013,8,Northeast,Holanda,925
2013-08-01,2013,8,Northeast,Cabo Verde,845
2013-08-01,2013,8,Northeast,Argentina,575
2013-08-01,2013,8,Northeast,Venezuela,0
2013-08-01,2013,8,South,Argentina,13757
2013-08-01,2013,8,South,Portugal,4114
2013-08-01,2013,8,South,Peru,3214
2013-08-01,2013,8,South,Panamá,3203
2013-08-01,2013,8,South,Uruguai,2496
2013-08-01,2013,8,South,Paraguai,90
2013-08-01,2013,8,South,Alemanha,0
2013-08-01,2013,8,South,Chile,0
2013-08-01,2013,8,South,Colômbia,0
2013-08-01,2013,8,South,Estados Unidos Da América,0
2013-08-01,2013,8,South,Holanda,0
2013-08-01,2013,8,South,Luxemburgo,0
2013-08-01,2013,8,South,Senegal,0
2013-08-01,2013,8,Southeast,Estados Unidos Da América,182876
2013-08-01,2013,8,Southeast,Argentina,99948
2013-08-01,2013,8,Southeast,Chile,47342
2013-08-01,2013,8,Southeast,Portugal,40964
2013-08-01,2013,8,Southeast,França,39024
2013-08-01,2013,8,Southeast,Alemanha,32371
2013-08-01,2013,8,Southeast,Espanha,28676
2013-08-01,2013,8,Southeast,Panamá,26852
2013-08-01,2013,8,Southeast,Reino Unido,25799
2013-08-01,2013,8,Southeast,Uruguai,21165
2013-08-01,2013,8,Southeast,Peru,20329
2013-08-01,2013,8,Southeast,Itália,18790
2013-08-01,2013,8,Southeast,Colômbia,17782
2013-08-01,2013,8,Southeast,Holanda,16253
2013-08-01,2013,8,Southeast,México,13428
2013-08-01,2013,8,Southeast,Paraguai,12455
2013-08-01,2013,8,Southeast,Emirados Árabes Unidos,11363
2013-08-01,2013,8,Southeast,África Do Sul,7283
2013-08-01,2013,8,Southeast,Venezuela,6548
2013-08-01,2013,8,Southeast,Suíça,6292
2013-08-01,2013,8,Southeast,Canadá,5981
2013-08-01,2013,8,Southeast,Angola,5078
2013-08-01,2013,8,Southeast,Qatar,4762
2013-08-01,2013,8,Southeast,Turquia,4362
2013-08-01,2013,8,Southeast,Bolívia,4122
2013-08-01,2013,8,Southeast,República Dominicana,4033
2013-08-01,2013,8,Southeast,Etiópia,1225
2013-08-01,2013,8,Southeast,Coreia Do Sul,1082
2013-08-01,2013,8,Southeast,China,807
2013-08-01,2013,8,Southeast,Togo,462
2013-08-01,2013,8,Southeast,Singapura,434
2013-08-01,2013,8,Southeast,Equador,431
2013-08-01,2013,8,Southeast,Aruba,362
2013-08-01,2013,8,Southeast,Barbados,297
2013-08-01,2013,8,Southeast,Cuba,109
2013-08-01,2013,8,Southeast,Cabo Verde,0
2013-08-01,2013,8,Southeast,Camarões,0
2013-08-01,2013,8,Southeast,Luxemburgo,0
2013-08-01,2013,8,Southeast,Porto Rico,0
2013-08-01,2013,8,Southeast,Senegal,0
2013-09-01,2013,9,Central-West,Estados Unidos Da América,10665
2013-09-01,2013,9,Central-West,Portugal,6837
2013-09-01,2013,9,Central-West,Panamá,3384
2013-09-01,2013,9,Central-West,Argentina,2463
2013-09-01,2013,9,Central-West,México,0
2013-09-01,2013,9,North,Estados Unidos Da América,6224
2013-09-01,2013,9,North,Suriname,1735
2013-09-01,2013,9,North,Panamá,1732
2013-09-01,2013,9,North,Guiana Francesa,811
2013-09-01,2013,9,North,Alemanha,0
2013-09-01,2013,9,North,Colômbia,0
2013-09-01,2013,9,North,Luxemburgo,0
2013-09-01,2013,9,North,Senegal,0
2013-09-01,2013,9,North,Venezuela,0
2013-09-01,2013,9,Northeast,Portugal,20917
2013-09-01,2013,9,Northeast,Estados Unidos Da América,4705
2013-09-01,2013,9,Northeast,Espanha,3054
2013-09-01,2013,9,Northeast,Alemanha,2824
2013-09-01,2013,9,Northeast,Panamá,1114
2013-09-01,2013,9,Northeast,Holanda,844
2013-09-01,2013,9,Northeast,Itália,698
2013-09-01,2013,9,Northeast,Argentina,488
2013-09-01,2013,9,Northeast,Cabo Verde,377
2013-09-01,2013,9,Northeast,Cuba,1
2013-09-01,2013,9,Northeast,Bélgica,0
2013-09-01,2013,9,Northeast,Colômbia,0
2013-09-01,2013,9,Northeast,Luxemburgo,0
2013-09-01,2013,9,Northeast,Marrocos,0
2013-09-01,2013,9,Northeast,Rússia,0
2013-09-01,2013,9,Northeast,Senegal,0
2013-09-01,2013,9,Northeast,Venezuela,0
2013-09-01,2013,9,Northeast,Zimbábue,0
2013-09-01,2013,9,South,Argentina,12592
2013-09-01,2013,9,South,Portugal,5076
2013-09-01,2013,9,South,Peru,3496
2013-09-01,2013,9,South,Uruguai,3138
2013-09-01,2013,9,South,Panamá,3073
2013-09-01,2013,9,South,Paraguai,88
2013-09-01,2013,9,South,Alemanha,0
2013-09-01,2013,9,South,Bélgica,0
2013-09-01,2013,9,South,Chile,0
2013-09-01,2013,9,South,Colômbia,0
2013-09-01,2013,9,South,Estados Unidos Da América,0
2013-09-01,2013,9,South,França,0
2013-09-01,2013,9,South,Holanda,0
2013-09-01,2013,9,South,Luxemburgo,0
2013-09-01,2013,9,South,Senegal,0
2013-09-01,2013,9,South,Venezuela,0
2013-09-01,2013,9,South,Zimbábue,0
2013-09-01,2013,9,Southeast,Estados Unidos Da América,174126
2013-09-01,2013,9,Southeast,Argentina,99788
2013-09-01,2013,9,Southeast,Chile,43851
2013-09-01,2013,9,Southeast,França,40370
2013-09-01,2013,9,Southeast,Portugal,38479
2013-09-01,2013,9,Southeast,Espanha,30432
2013-09-01,2013,9,Southeast,Alemanha,29677
2013-09-01,2013,9,Southeast,Panamá,26140
2013-09-01,2013,9,Southeast,Reino Unido,25892
2013-09-01,2013,9,Southeast,Uruguai,23491
2013-09-01,2013,9,Southeast,Peru,20742
2013-09-01,2013,9,Southeast,Colômbia,18975
2013-09-01,2013,9,Southeast,Holanda,17842
2013-09-01,2013,9,Southeast,Itália,17452
2013-09-01,2013,9,Southeast,México,12572
2013-09-01,2013,9,Southeast,Paraguai,12153
2013-09-01,2013,9,Southeast,Emirados Árabes Unidos,10373
2013-09-01,2013,9,Southeast,África Do Sul,7914
2013-09-01,2013,9,Southeast,Venezuela,6192
2013-09-01,2013,9,Southeast,Suíça,5926
2013-09-01,2013,9,Southeast,Canadá,5448
2013-09-01,2013,9,Southeast,Bolívia,4988
2013-09-01,2013,9,Southeast,Qatar,4807
2013-09-01,2013,9,Southeast,Turquia,4606
2013-09-01,2013,9,Southeast,Angola,4488
2013-09-01,2013,9,Southeast,República Dominicana,4108
2013-09-01,2013,9,Southeast,Coreia Do Sul,919
2013-09-01,2013,9,Southeast,Etiópia,781
2013-09-01,2013,9,Southeast,China,656
2013-09-01,2013,9,Southeast,Equador,466
2013-09-01,2013,9,Southeast,Togo,407
2013-09-01,2013,9,Southeast,Singapura,373
2013-09-01,2013,9,Southeast,Ilhas Canárias,340
2013-09-01,2013,9,Southeast,Aruba,326
2013-09-01,2013,9,Southeast,Barbados,266
2013-09-01,2013,9,Southeast,Arábia Saudita,258
2013-09-01,2013,9,Southeast,Nigéria,159
2013-09-01,2013,9,Southeast,Cuba,95
2013-09-01,2013,9,Southeast,Bélgica,0
2013-09-01,2013,9,Southeast,Cabo Verde,0
2013-09-01,2013,9,Southeast,Luxemburgo,0
2013-09-01,2013,9,Southeast,Marrocos,0
2013-09-01,2013,9,Southeast,Porto Rico,0
2013-09-01,2013,9,Southeast,Rússia,0
2013-09-01,2013,9,Southeast,Senegal,0
2013-09-01,2013,9,Southeast,Zimbábue,0
2013-10-01,2013,10,Central-West,Estados Unidos Da América,11223
2013-10-01,2013,10,Central-West,Portugal,7497
2013-10-01,2013,10,Central-West,Panamá,3449
2013-10-01,2013,10,Central-West,Argentina,2176
2013-10-01,2013,10,Central-West,Cuba,500
2013-10-01,2013,10,North,Estados Unidos Da América,7137
2013-10-01,2013,10,North,Panamá,1911
2013-10-01,2013,10,North,Suriname,1471
2013-10-01,2013,10,North,Guiana Francesa,823
2013-10-01,2013,10,North,Cuba,510
2013-10-01,2013,10,North,Alemanha,0
2013-10-01,2013,10,North,Colômbia,0
2013-10-01,2013,10,North,Luxemburgo,0
2013-10-01,2013,10,North,Senegal,0
2013-10-01,2013,10,North,Venezuela,0
2013-10-01,2013,10,Northeast,Portugal,26021
2013-10-01,2013,10,Northeast,Estados Unidos Da América,5657
2013-10-01,2013,10,Northeast,Espanha,3776
2013-10-01,2013,10,Northeast,Alemanha,3358
2013-10-01,2013,10,Northeast,Panamá,1145
2013-10-01,2013,10,Northeast,Holanda,827
2013-10-01,2013,10,Northeast,Itália,753
2013-10-01,2013,10,Northeast,Cabo Verde,445
2013-10-01,2013,10,Northeast,Argentina,418
2013-10-01,2013,10,Northeast,Cuba,200
2013-10-01,2013,10,Northeast,Venezuela,200
2013-10-01,2013,10,Northeast,Bélgica,0
2013-10-01,2013,10,Northeast,Ilhas Canárias,0
2013-10-01,2013,10,Northeast,Luxemburgo,0
2013-10-01,2013,10,Northeast,Zimbábue,0
2013-10-01,2013,10,South,Argentina,12687
2013-10-01,2013,10,South,Portugal,4653
2013-10-01,2013,10,South,Peru,3765
2013-10-01,2013,10,South,Panamá,3242
2013-10-01,2013,10,South,Uruguai,3037
2013-10-01,2013,10,South,Alemanha,0
2013-10-01,2013,10,South,Chile,0
2013-10-01,2013,10,South,Colômbia,0
2013-10-01,2013,10,South,Equador,0
2013-10-01,2013,10,South,Espanha,0
2013-10-01,2013,10,South,Estados Unidos Da América,0
2013-10-01,2013,10,South,Holanda,0
2013-10-01,2013,10,South,Luxemburgo,0
2013-10-01,2013,10,South,México,0
2013-10-01,2013,10,South,Reino Unido,0
2013-10-01,2013,10,South,Senegal,0
2013-10-01,2013,10,South,Venezuela,0
2013-10-01,2013,10,Southeast,Estados Unidos Da América,195548
2013-10-01,2013,10,Southeast,Argentina,101867
2013-10-01,2013,10,Southeast,Chile,46339
2013-10-01,2013,10,Southeast,França,45970
2013-10-01,2013,10,Southeast,Portugal,40640
2013-10-01,2013,10,Southeast,Espanha,34970
2013-10-01,2013,10,Southeast,Alemanha,34207
2013-10-01,2013,10,Southeast,Reino Unido,29316
2013-10-01,2013,10,Southeast,Panamá,25307
2013-10-01,2013,10,Southeast,Uruguai,23294
2013-10-01,2013,10,Southeast,Peru,21859
2013-10-01,2013,10,Southeast,Itália,19965
2013-10-01,2013,10,Southeast,Colômbia,19514
2013-10-01,2013,10,Southeast,Holanda,18026
2013-10-01,2013,10,Southeast,México,14412
2013-10-01,2013,10,Southeast,Emirados Árabes Unidos,12573
2013-10-01,2013,10,Southeast,Paraguai,11648
2013-10-01,2013,10,Southeast,África Do Sul,8428
2013-10-01,2013,10,Southeast,Suíça,6688
2013-10-01,2013,10,Southeast,Venezuela,6669
2013-10-01,2013,10,Southeast,Canadá,5805
2013-10-01,2013,10,Southeast,Bolívia,5683
2013-10-01,2013,10,Southeast,Qatar,5086
2013-10-01,2013,10,Southeast,República Dominicana,4991
2013-10-01,2013,10,Southeast,Turquia,4951
2013-10-01,2013,10,Southeast,Angola,4750
2013-10-01,2013,10,Southeast,Etiópia,1125
2013-10-01,2013,10,Southeast,Coreia Do Sul,973
2013-10-01,2013,10,Southeast,China,732
2013-10-01,2013,10,Southeast,Singapura,617
2013-10-01,2013,10,Southeast,Equador,603
2013-10-01,2013,10,Southeast,Togo,432
2013-10-01,2013,10,Southeast,Cuba,341
2013-10-01,2013,10,Southeast,Aruba,304
2013-10-01,2013,10,Southeast,Barbados,194
2013-10-01,2013,10,Southeast,Luxemburgo,0
2013-10-01,2013,10,Southeast,Senegal,0
2013-11-01,2013,11,Central-West,Estados Unidos Da América,10954
2013-11-01,2013,11,Central-West,Portugal,6212
2013-11-01,2013,11,Central-West,Panamá,3385
2013-11-01,2013,11,Central-West,Argentina,2032
2013-11-01,2013,11,Central-West,Cuba,1876
2013-11-01,2013,11,Central-West,Holanda,0
2013-11-01,2013,11,Central-West,República Dominicana,0
2013-11-01,2013,11,Central-West,Senegal,0
2013-11-01,2013,11,North,Estados Unidos Da América,7064
2013-11-01,2013,11,North,Suriname,1625
2013-11-01,2013,11,North,Panamá,1402
2013-11-01,2013,11,North,Guiana Francesa,722
2013-11-01,2013,11,North,Cuba,401
2013-11-01,2013,11,North,Alemanha,0
2013-11-01,2013,11,North,Chile,0
2013-11-01,2013,11,North,Colômbia,0
2013-11-01,2013,11,North,Luxemburgo,0
2013-11-01,2013,11,North,República Dominicana,0
2013-11-01,2013,11,North,Senegal,0
2013-11-01,2013,11,North,Uruguai,0
2013-11-01,2013,11,North,Venezuela,0
2013-11-01,2013,11,Northeast,Portugal,22024
2013-11-01,2013,11,Northeast,Estados Unidos Da América,5362
2013-11-01,2013,11,Northeast,Espanha,3199
2013-11-01,2013,11,Northeast,Alemanha,1881
2013-11-01,2013,11,Northeast,Itália,1516
2013-11-01,2013,11,Northeast,Panamá,1215
2013-11-01,2013,11,Northeast,Holanda,653
2013-11-01,2013,11,Northeast,Argentina,583
2013-11-01,2013,11,Northeast,Cabo Verde,352
2013-11-01,2013,11,Northeast,Cuba,236
2013-11-01,2013,11,Northeast,Bélgica,0
2013-11-01,2013,11,Northeast,França,0
2013-11-01,2013,11,Northeast,Porto Rico,0
2013-11-01,2013,11,Northeast,Zimbábue,0
2013-11-01,2013,11,South,Argentina,12655
2013-11-01,2013,11,South,Peru,3828
2013-11-01,2013,11,South,Portugal,3338
2013-11-01,2013,11,South,Panamá,3302
2013-11-01,2013,11,South,Uruguai,3219
2013-11-01,2013,11,South,Estados Unidos Da América,1228
2013-11-01,2013,11,South,Alemanha,0
2013-11-01,2013,11,South,Chile,0
2013-11-01,2013,11,South,Colômbia,0
2013-11-01,2013,11,South,Equador,0
2013-11-01,2013,11,South,Holanda,0
2013-11-01,2013,11,South,Luxemburgo,0
2013-11-01,2013,11,South,Paraguai,0
2013-11-01,2013,11,South,Senegal,0
2013-11-01,2013,11,Southeast,Estados Unidos Da América,184878
2013-11-01,2013,11,Southeast,Argentina,102873
2013-11-01,2013,11,Southeast,Chile,41794
2013-11-01,2013,11,Southeast,França,39355
2013-11-01,2013,11,Southeast,Portugal,31116
2013-11-01,2013,11,Southeast,Alemanha,30341
2013-11-01,2013,11,Southeast,Espanha,26484
2013-11-01,2013,11,Southeast,Reino Unido,25237
2013-11-01,2013,11,Southeast,Panamá,24907
2013-11-01,2013,11,Southeast,Uruguai,23608
2013-11-01,2013,11,Southeast,Peru,20199
2013-11-01,2013,11,Southeast,Colômbia,19313
2013-11-01,2013,11,Southeast,Itália,18773
2013-11-01,2013,11,Southeast,México,13657
2013-11-01,2013,11,Southeast,Holanda,13158
2013-11-01,2013,11,Southeast,Emirados Árabes Unidos,12293
2013-11-01,2013,11,Southeast,Paraguai,11436
2013-11-01,2013,11,Southeast,África Do Sul,8265
2013-11-01,2013,11,Southeast,Venezuela,6929
2013-11-01,2013,11,Southeast,Suíça,5951
2013-11-01,2013,11,Southeast,Bolívia,5863
2013-11-01,2013,11,Southeast,Canadá,5556
2013-11-01,2013,11,Southeast,Angola,5207
2013-11-01,2013,11,Southeast,República Dominicana,4596
2013-11-01,2013,11,Southeast,Qatar,4169
2013-11-01,2013,11,Southeast,Turquia,4019
2013-11-01,2013,11,Southeast,Etiópia,1039
2013-11-01,2013,11,Southeast,Coreia Do Sul,1005
2013-11-01,2013,11,Southeast,Cuba,866
2013-11-01,2013,11,Southeast,Haiti,771
2013-11-01,2013,11,Southeast,China,648
2013-11-01,2013,11,Southeast,Singapura,634
2013-11-01,2013,11,Southeast,Equador,632
2013-11-01,2013,11,Southeast,Togo,466
2013-11-01,2013,11,Southeast,Aruba,225
2013-11-01,2013,11,Southeast,Barbados,159
2013-11-01,2013,11,Southeast,Cabo Verde,0
2013-11-01,2013,11,Southeast,Luxemburgo,0
2013-11-01,2013,11,Southeast,Rússia,0
2013-11-01,2013,11,Southeast,Senegal,0
2013-12-01,2013,12,Central-West,Estados Unidos Da América,12287
2013-12-01,2013,12,Central-West,Portugal,6215
2013-12-01,2013,12,Central-West,Panamá,3297
2013-12-01,2013,12,Central-West,Argentina,1235
2013-12-01,2013,12,Central-West,Alemanha,0
2013-12-01,2013,12,Central-West,Holanda,0
2013-12-01,2013,12,Central-West,México,0
2013-12-01,2013,12,Central-West,Senegal,0
2013-12-01,2013,12,North,Estados Unidos Da América,7377
2013-12-01,2013,12,North,Suriname,1798
2013-12-01,2013,12,North,Panamá,1404
2013-12-01,2013,12,North,Guiana Francesa,1023
2013-12-01,2013,12,North,Venezuela,137
2013-12-01,2013,12,North,Alemanha,0
2013-12-01,2013,12,North,Colômbia,0
2013-12-01,2013,12,North,Luxemburgo,0
2013-12-01,2013,12,North,México,0
2013-12-01,2013,12,North,República Dominicana,0
2013-12-01,2013,12,North,Senegal,0
2013-12-01,2013,12,Northeast,Portugal,25287
2013-12-01,2013,12,Northeast,Estados Unidos Da América,6643
2013-12-01,2013,12,Northeast,Espanha,3600
2013-12-01,2013,12,Northeast,Alemanha,2465
2013-12-01,2013,12,Northeast,Panamá,1493
2013-12-01,2013,12,Northeast,Itália,993
2013-12-01,2013,12,Northeast,Cabo Verde,700
2013-12-01,2013,12,Northeast,Holanda,635
2013-12-01,2013,12,Northeast,Argentina,471
2013-12-01,2013,12,Northeast,Colômbia,0
2013-12-01,2013,12,Northeast,Marrocos,0
2013-12-01,2013,12,Northeast,Reino Unido,0
2013-12-01,2013,12,Northeast,Senegal,0
2013-12-01,2013,12,South,Argentina,13760
2013-12-01,2013,12,South,Estados Unidos Da América,5044
2013-12-01,2013,12,South,Peru,3769
2013-12-01,2013,12,South,Portugal,3208
2013-12-01,2013,12,South,Panamá,3100
2013-12-01,2013,12,South,Uruguai,2226
2013-12-01,2013,12,South,Alemanha,0
2013-12-01,2013,12,South,Colômbia,0
2013-12-01,2013,12,South,Holanda,0
2013-12-01,2013,12,South,Luxemburgo,0
2013-12-01,2013,12,South,Senegal,0
2013-12-01,2013,12,Southeast,Estados Unidos Da América,202536
2013-12-01,2013,12,Southeast,Argentina,100175
2013-12-01,2013,12,Southeast,França,40018
2013-12-01,2013,12,Southeast,Chile,33806
2013-12-01,2013,12,Southeast,Portugal,32372
2013-12-01,2013,12,Southeast,Espanha,28708
2013-12-01,2013,12,Southeast,Alemanha,26872
2013-12-01,2013,12,Southeast,Reino Unido,24882
2013-12-01,2013,12,Southeast,Panamá,22860
2013-12-01,2013,12,Southeast,Uruguai,21614
2013-12-01,2013,12,Southeast,Itália,17930
2013-12-01,2013,12,Southeast,Emirados Árabes Unidos,16961
2013-12-01,2013,12,Southeast,Peru,15871
2013-12-01,2013,12,Southeast,Colômbia,15177
2013-12-01,2013,12,Southeast,Holanda,14537
2013-12-01,2013,12,Southeast,México,12703
2013-12-01,2013,12,Southeast,Paraguai,11395
2013-12-01,2013,12,Southeast,África Do Sul,8757
2013-12-01,2013,12,Southeast,Canadá,8629
2013-12-01,2013,12,Southeast,Venezuela,8482
2013-12-01,2013,12,Southeast,Bolívia,6615
2013-12-01,2013,12,Southeast,Suíça,6297
2013-12-01,2013,12,Southeast,Angola,5288
2013-12-01,2013,12,Southeast,República Dominicana,4522
2013-12-01,2013,12,Southeast,Qatar,4346
2013-12-01,2013,12,Southeast,Turquia,3400
2013-12-01,2013,12,Southeast,Etiópia,1003
2013-12-01,2013,12,Southeast,Marrocos,1002
2013-12-01,2013,12,Southeast,Equador,887
